bank_file,question_id,skill_id,domain_code,question,answer_mode,difficulty,notes
"31","Q16","R1.T3.A2","WU002","Say 'blob' without the /l/ sound. What word do you get?","choice","2",""
"31","Q17","R1.T3.A3","WU003","How many sounds are in 'top'?","choice","2",""
"31","Q18","R4.T1.A2","WU004","What did Dad use FIRST?","choice","3",""
"31","Q19","R4.T2.A2","WU005","What does the word 'winding' mean in this sentence?","choice","4",""
"31","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"31","Q21","R4.T3.A2","WU007","Why did her plants die?","choice","4",""
"31","Q22","R5.T2.A1","WU008","What does the word 'mitigate' mean in this context?","choice","5",""
"31","Q23","R5.T1.A2","WU009","What is the author's main purpose?","choice","4",""
"31","Q24","R2.T1.A3","WU010","Which spelling is correct for /f/-/i/-/t/?","choice","2",""
"31","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"32","Q15","R1.T2.A2","WU001","Which word has 4 syllables?","choice","1",""
"32","Q16","R1.T3.A2","WU002","Say 'clam' without the /l/ sound. What word do you get?","choice","2",""
"32","Q17","R1.T3.A3","WU003","How many sounds are in 'fish'?","choice","2",""
"32","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"32","Q19","R4.T2.A2","WU005","What does the word 'flawless' mean in this sentence?","choice","4",""
"32","Q20","R4.T3.A1","WU006","What is the purpose of this text?","choice","4",""
"32","Q21","R4.T3.A2","WU007","What caused him to miss the beginning?","choice","4",""
"32","Q22","R5.T2.A1","WU008","What does the word 'consolidate' mean in this context?","choice","5",""
"32","Q23","R5.T1.A2","WU009","Why did the author write this?","choice","4",""
"32","Q24","R2.T1.A3","WU010","Which spelling is correct for /p/-/o/-/t/?","choice","2",""
"32","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"33","Q15","R1.T2.A2","WU001","Which word has 1 syllable?","choice","1",""
"33","Q16","R1.T3.A2","WU002","Say 'spun' without the /p/ sound. What word do you get?","choice","2",""
"33","Q17","R1.T3.A3","WU003","How many sounds are in 'chin'?","choice","2",""
"33","Q18","R4.T1.A2","WU004","What happened AFTER the tide covered the rocks?","choice","3",""
"33","Q19","R4.T2.A2","WU005","What does the word 'tedious' mean in this sentence?","choice","4",""
"33","Q20","R4.T3.A1","WU006","What is the purpose of this text?","choice","4",""
"33","Q21","R4.T3.A2","WU007","Why did the bridge collapse?","choice","4",""
"33","Q22","R5.T2.A1","WU008","What does the word 'inadequate' mean in this context?","choice","5",""
"33","Q23","R5.T1.A2","WU009","What does the author want to stop?","choice","4",""
"33","Q24","R2.T1.A3","WU010","Which spelling is correct for /m/-/e/-/t/?","choice","2",""
"33","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"34","Q15","R1.T2.A2","WU001","Which word has 3 syllables?","choice","1",""
"34","Q16","R1.T3.A2","WU002","Say 'snag' without the /n/ sound. What word do you get?","choice","2",""
"34","Q17","R1.T3.A3","WU003","How many sounds are in 'at'?","choice","2",""
"34","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"34","Q19","R4.T2.A2","WU005","What does the word 'determined' mean in this sentence?","choice","4",""
"34","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"34","Q21","R4.T3.A2","WU007","Why did she wear sunglasses?","choice","4",""
"34","Q22","R5.T2.A1","WU008","What does the word 'indicate' mean in this context?","choice","5",""
"34","Q23","R5.T1.A2","WU009","What is the purpose of this text?","choice","4",""
"34","Q24","R2.T1.A3","WU010","Which spelling is correct for /d/-/e/-/n/?","choice","2",""
"34","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"35","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"35","Q16","R1.T3.A2","WU002","Say 'blend' without the /b/ sound. What word do you get?","choice","2",""
"35","Q17","R1.T3.A3","WU003","How many sounds are in 'it'?","choice","2",""
"35","Q18","R4.T1.A2","WU004","What did Ravi eat FIRST?","choice","3",""
"35","Q19","R4.T2.A2","WU005","What does the word 'babbled' mean in this sentence?","choice","4",""
"35","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"35","Q21","R4.T3.A2","WU007","Why did the computer crash?","choice","4",""
"35","Q22","R5.T2.A1","WU008","What does the word 'cultivate' mean in this context?","choice","5",""
"35","Q23","R5.T1.A2","WU009","What does the author want readers to do?","choice","4",""
"35","Q24","R2.T1.A3","WU010","Which spelling is correct for /n/-/u/-/t/?","choice","2",""
"35","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"36","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"36","Q16","R1.T3.A2","WU002","Say 'plink' without the /l/ sound. What word do you get?","choice","2",""
"36","Q17","R1.T3.A3","WU003","How many sounds are in 'dog'?","choice","2",""
"36","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"36","Q19","R4.T2.A2","WU005","What does the word 'dilapidated' mean in this sentence?","choice","4",""
"36","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"36","Q21","R4.T3.A2","WU007","Why did he apologise?","choice","4",""
"36","Q22","R5.T2.A1","WU008","What does the word 'abandoned' mean in this context?","choice","5",""
"36","Q23","R5.T1.A2","WU009","Why did the author write this?","choice","4",""
"36","Q24","R2.T1.A3","WU010","Which spelling is correct for /l/-/o/-/g/?","choice","2",""
"36","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"37","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"37","Q16","R1.T3.A2","WU002","Say 'clot' without the /l/ sound. What word do you get?","choice","2",""
"37","Q17","R1.T3.A3","WU003","How many sounds are in 'thin'?","choice","2",""
"37","Q18","R4.T1.A2","WU004","What did Sara do AFTER the room went dark?","choice","3",""
"37","Q19","R4.T2.A2","WU005","What does the word 'reluctant' mean in this sentence?","choice","4",""
"37","Q20","R4.T3.A1","WU006","What is the purpose of this text?","choice","4",""
"37","Q21","R4.T3.A2","WU007","Why did the kitten hide?","choice","4",""
"37","Q22","R5.T2.A1","WU008","What does the word 'contemplative' mean in this context?","choice","5",""
"37","Q23","R5.T1.A2","WU009","What does the author want the government to do?","choice","4",""
"37","Q24","R2.T1.A3","WU010","Which spelling is correct for /h/-/u/-/g/?","choice","2",""
"37","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"38","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"38","Q16","R1.T3.A2","WU002","Say 'pluck' without the /l/ sound. What word do you get?","choice","2",""
"38","Q17","R1.T3.A3","WU003","How many sounds are in 'map'?","choice","2",""
"38","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"38","Q19","R4.T2.A2","WU005","What does the word 'ambiguous' mean in this sentence?","choice","4",""
"38","Q20","R4.T3.A1","WU006","What is the purpose of this text?","choice","4",""
"38","Q21","R4.T3.A2","WU007","Why did they get extra break?","choice","4",""
"38","Q22","R5.T2.A1","WU008","What does the word 'bridge' mean in this context?","choice","5",""
"38","Q23","R5.T1.A2","WU009","What is the author's purpose?","choice","4",""
"38","Q24","R2.T1.A3","WU010","Which spelling is correct for /j/-/o/-/t/?","choice","2",""
"38","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"39","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"39","Q16","R1.T3.A2","WU002","Say 'grown' without the /r/ sound. What word do you get?","choice","2",""
"39","Q17","R1.T3.A3","WU003","How many sounds are in 'sock'?","choice","2",""
"39","Q18","R4.T1.A2","WU004","What happened LAST?","choice","3",""
"39","Q19","R4.T2.A2","WU005","What does the word 'dispersed' mean in this sentence?","choice","4",""
"39","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"39","Q21","R4.T3.A2","WU007","Why wouldn't the car start?","choice","4",""
"39","Q22","R5.T2.A1","WU008","What does the word 'disseminated' mean in this context?","choice","5",""
"39","Q23","R5.T1.A2","WU009","What is the author's main purpose?","choice","4",""
"39","Q24","R2.T1.A3","WU010","Which spelling is correct for /z/-/i/-/p/?","choice","2",""
"39","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"40","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"40","Q16","R1.T3.A2","WU002","Say 'bland' without the /l/ sound. What word do you get?","choice","2",""
"40","Q17","R1.T3.A3","WU003","How many sounds are in 'blend'?","choice","2",""
"40","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"40","Q19","R4.T2.A2","WU005","What does the word 'significant' mean in this sentence?","choice","4",""
"40","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"40","Q21","R4.T3.A2","WU007","Why was she nervous?","choice","4",""
"40","Q22","R5.T2.A1","WU008","What does the word 'criticised' mean in this context?","choice","5",""
"40","Q23","R5.T1.A2","WU009","Why did the author write this?","choice","4",""
"40","Q24","R2.T1.A3","WU010","Which spelling is correct for /w/-/i/-/g/?","choice","2",""
"40","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"41","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"41","Q16","R1.T3.A2","WU002","Say 'frond' without the /r/ sound. What word do you get?","choice","2",""
"41","Q17","R1.T3.A3","WU003","How many sounds are in 'jump'?","choice","2",""
"41","Q18","R4.T1.A2","WU004","What did the kitten do FIRST?","choice","3",""
"41","Q19","R4.T2.A2","WU005","What does the word 'navigated' mean in this sentence?","choice","4",""
"41","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"41","Q21","R4.T3.A2","WU007","What caused the puddle to freeze?","choice","4",""
"41","Q22","R5.T2.A1","WU008","What does the word 'landmark' mean in this context?","choice","5",""
"41","Q23","R5.T1.A2","WU009","What does the author want readers to do?","choice","4",""
"41","Q24","R2.T1.A3","WU010","Which spelling is correct for /b/-/o/-/x/?","choice","2",""
"41","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"42","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"42","Q16","R1.T3.A2","WU002","Say 'scale' without the /k/ sound. What word do you get?","choice","2",""
"42","Q17","R1.T3.A3","WU003","How many sounds are in 'hand'?","choice","2",""
"42","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"42","Q19","R4.T2.A2","WU005","What does the word 'implausible' mean in this sentence?","choice","4",""
"42","Q20","R4.T3.A1","WU006","What is the purpose of this text?","choice","4",""
"42","Q21","R4.T3.A2","WU007","What caused the sprained ankle?","choice","4",""
"42","Q22","R5.T2.A1","WU008","What does the word 'refutes' mean in this context?","choice","5",""
"42","Q23","R5.T1.A2","WU009","Why did the author write this?","choice","4",""
"42","Q24","R2.T1.A3","WU010","Which spelling is correct for /f/-/o/-/g/?","choice","2",""
"42","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"43","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"43","Q16","R1.T3.A2","WU002","Say 'plaid' without the /l/ sound. What word do you get?","choice","2",""
"43","Q17","R1.T3.A3","WU003","How many sounds are in 'best'?","choice","2",""
"43","Q18","R4.T1.A2","WU004","What did Nina do AFTER skipping breakfast?","choice","3",""
"43","Q19","R4.T2.A2","WU005","What does the word 'commended' mean in this sentence?","choice","4",""
"43","Q20","R4.T3.A1","WU006","What is the purpose of this text?","choice","4",""
"43","Q21","R4.T3.A2","WU007","Why did the shop close early?","choice","4",""
"43","Q22","R5.T2.A1","WU008","What does the word 'unparalleled' mean in this context?","choice","5",""
"43","Q23","R5.T1.A2","WU009","What does the author want readers to do?","choice","4",""
"43","Q24","R2.T1.A3","WU010","Which spelling is correct for /v/-/a/-/n/?","choice","2",""
"43","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"44","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"44","Q16","R1.T3.A2","WU002","Say 'snore' without the /n/ sound. What word do you get?","choice","2",""
"44","Q17","R1.T3.A3","WU003","How many sounds are in 'frog'?","choice","2",""
"44","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"44","Q19","R4.T2.A2","WU005","What does the word 'flourished' mean in this sentence?","choice","4",""
"44","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"44","Q21","R4.T3.A2","WU007","What helped her get the lead role?","choice","4",""
"44","Q22","R5.T2.A1","WU008","What does the word 'targets' mean in this context?","choice","5",""
"44","Q23","R5.T1.A2","WU009","What is the author's purpose?","choice","4",""
"44","Q24","R2.T1.A3","WU010","Which spelling is correct for /t/-/u/-/b/?","choice","2",""
"44","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"45","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"45","Q16","R1.T3.A2","WU002","Say 'blaze' without the /b/ sound. What word do you get?","choice","2",""
"45","Q17","R1.T3.A3","WU003","How many sounds are in 'trip'?","choice","2",""
"45","Q18","R4.T1.A2","WU004","What happened AFTER the puddle grew bigger?","choice","3",""
"45","Q19","R4.T2.A2","WU005","What does the word 'verified' mean in this sentence?","choice","4",""
"45","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"45","Q21","R4.T3.A2","WU007","What happened to the sandcastle?","choice","4",""
"45","Q22","R5.T2.A1","WU008","What does the word 'concedes' mean in this context?","choice","5",""
"45","Q23","R5.T1.A2","WU009","What does the author most want readers to do?","choice","4",""
"45","Q24","R2.T1.A3","WU010","Which spelling is correct for /b/-/u/-/d/?","choice","2",""
"45","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"46","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"46","Q16","R1.T3.A2","WU002","Say 'crane' without the /r/ sound. What word do you get?","choice","2",""
"46","Q17","R1.T3.A3","WU003","How many sounds are in 'gift'?","choice","2",""
"46","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"46","Q19","R4.T2.A2","WU005","What does the word 'illegible' mean in this sentence?","choice","4",""
"46","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"46","Q21","R4.T3.A2","WU007","Why did he sit out?","choice","4",""
"46","Q22","R5.T2.A1","WU008","What does the word 'viable' mean in this context?","choice","5",""
"46","Q23","R5.T1.A2","WU009","Why did the author write this?","choice","4",""
"46","Q24","R2.T1.A3","WU010","Which spelling is correct for /g/-/u/-/m/?","choice","2",""
"46","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"47","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"47","Q16","R1.T3.A2","WU002","Say 'split' without the /p/ sound. What word do you get?","choice","2",""
"47","Q17","R1.T3.A3","WU003","How many sounds are in 'nest'?","choice","2",""
"47","Q18","R4.T1.A2","WU004","What did Chloe do FIRST?","choice","3",""
"47","Q19","R4.T2.A2","WU005","What does the word 'inconsolable' mean in this sentence?","choice","4",""
"47","Q20","R4.T3.A1","WU006","What is the purpose of this text?","choice","4",""
"47","Q21","R4.T3.A2","WU007","Why were the biscuits soggy?","choice","4",""
"47","Q22","R5.T2.A1","WU008","What does the word 'reveals' mean in this context?","choice","5",""
"47","Q23","R5.T1.A2","WU009","What does the author want readers to support?","choice","4",""
"47","Q24","R2.T1.A3","WU010","Which spelling is correct for /r/-/o/-/b/?","choice","2",""
"47","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"48","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"48","Q16","R1.T3.A2","WU002","Say 'graze' without the /r/ sound. What word do you get?","choice","2",""
"48","Q17","R1.T3.A3","WU003","How many sounds are in 'stomp'?","choice","2",""
"48","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"48","Q19","R4.T2.A2","WU005","What does the word 'collaboration' mean in this sentence?","choice","4",""
"48","Q20","R4.T3.A1","WU006","What is the purpose of this text?","choice","4",""
"48","Q21","R4.T3.A2","WU007","Why was the race postponed?","choice","4",""
"48","Q22","R5.T2.A1","WU008","What does the word 'allocated' mean in this context?","choice","5",""
"48","Q23","R5.T1.A2","WU009","Why did the author write this?","choice","4",""
"48","Q24","R2.T1.A3","WU010","Which spelling is correct for /c/-/u/-/b/?","choice","2",""
"48","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"49","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"49","Q16","R1.T3.A2","WU002","Say 'plop' without the /p/ sound. What word do you get?","choice","2",""
"49","Q17","R1.T3.A3","WU003","How many sounds are in 'plant'?","choice","2",""
"49","Q18","R4.T1.A2","WU004","What happened AFTER everyone stood up?","choice","3",""
"49","Q19","R4.T2.A2","WU005","What does the word 'turbulent' mean in this sentence?","choice","4",""
"49","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"49","Q21","R4.T3.A2","WU007","Why did she cry?","choice","4",""
"49","Q22","R5.T2.A1","WU008","What does the word 'integrates' mean in this context?","choice","5",""
"49","Q23","R5.T1.A2","WU009","What does the author want readers to understand?","choice","4",""
"49","Q24","R2.T1.A3","WU010","Which spelling is correct for /m/-/o/-/p/?","choice","2",""
"49","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
"50","Q15","R1.T2.A2","WU001","I'll say the parts of a word. What word is it?","choice","1",""
"50","Q16","R1.T3.A2","WU002","Say 'brag' without the /r/ sound. What word do you get?","choice","2",""
"50","Q17","R1.T3.A3","WU003","How many sounds are in 'last'?","choice","2",""
"50","Q18","R4.T1.A2","WU004","What is this passage mostly about?","choice","3",""
"50","Q19","R4.T2.A2","WU005","What does the word 'captivated' mean in this sentence?","choice","4",""
"50","Q20","R4.T3.A1","WU006","What type of text is this?","choice","4",""
"50","Q21","R4.T3.A2","WU007","What set off the alarm?","choice","4",""
"50","Q22","R5.T2.A1","WU008","What does the word 'exemplifies' mean in this context?","choice","5",""
"50","Q23","R5.T1.A2","WU009","Why did the author write this?","choice","4",""
"50","Q24","R2.T1.A3","WU010","Which spelling is correct for /s/-/o/-/b/?","choice","2",""
"50","Q25","R2.T3.A2","WU011","Read this word out loud.","voice","3",""
