domain,domain_label,ref,question,expected,difficulty,notes
"M008","Fractions","8.18","How many equal parts is the whole cut into? How many parts are selected?","7,5","3",""
"M008","Fractions","8.19","How many equal parts is the whole cut into? How many parts are selected?","8,5","3",""
"M008","Fractions","8.20","How many equal parts is the whole cut into? How many parts are selected?","7,6","3",""
"M008","Fractions","8.21","How many equal parts is the whole cut into? How many parts are selected?","8,6","3",""
"M008","Fractions","8.22","How many equal parts is the whole cut into? How many parts are selected?","8,7","3",""
"M008","Fractions","8.23","How many equal parts is the whole cut into? How many parts are selected?","8,2","3",""
"M008","Fractions","8.24","How many equal parts is the whole cut into? How many parts are selected?","6,3","3",""
"M008","Fractions","8.25","How many equal parts is the whole cut into? How many parts are selected?","6,4","3",""
"M008","Fractions","8.26","How many equal parts is the whole cut into? How many parts are selected?","6,5","4",""
"M008","Fractions","8.27","How many equal parts is the whole cut into? How many parts are selected?","2,1","4",""
"M008","Fractions","8.28","How many equal parts is the whole cut into? How many parts are selected?","4,2","4",""
"M008","Fractions","8.29","How many equal parts is the whole cut into? How many parts are selected?","6,3","4",""
"M008","Fractions","8.30","How many equal parts is the whole cut into? How many parts are selected?","8,4","4",""
"M008","Fractions","8.31","How many equal parts is the whole cut into? How many parts are selected?","3,1","4",""
"M008","Fractions","8.32","How many equal parts is the whole cut into? How many parts are selected?","6,2","4",""
"M008","Fractions","8.33","How many equal parts is the whole cut into? How many parts are selected?","4,1","4",""
"M008","Fractions","8.34","How many equal parts is the whole cut into? How many parts are selected?","8,3","4",""
"M008","Fractions","8.35","How many equal parts is the whole cut into? How many parts are selected?","5,2","4",""
"M008","Fractions","8.36","How many equal parts is the whole cut into? How many parts are selected?","7,4","4",""
"M008","Fractions","8.37","How many equal parts is the whole cut into? How many parts are selected?","6,1","4",""
"M008","Fractions","8.38","How many equal parts is the whole cut into? How many parts are selected?","8,5","4",""
"M008","Fractions","8.39","How many equal parts is the whole cut into? How many parts are selected?","8,2","4",""
"M008","Fractions","8.40","How many equal parts is the whole cut into? How many parts are selected?","5,3","4",""
"M008","Fractions","8.41","How many equal parts is the whole cut into? How many parts are selected?","5,4","4",""
"M008","Fractions","8.42","How many equal parts is the whole cut into? How many parts are selected?","7,6","4",""
"M008","Fractions","8.43","How many equal parts is the whole cut into? How many parts are selected?","7,1","4",""
"M008","Fractions","8.44","How many equal parts is the whole cut into? How many parts are selected?","3,2","4",""
"M008","Fractions","8.45","How many equal parts is the whole cut into? How many parts are selected?","4,3","4",""
"M008","Fractions","8.46","How many equal parts is the whole cut into? How many parts are selected?","5,4","4",""
"M008","Fractions","8.47","How many equal parts is the whole cut into? How many parts are selected?","6,5","4",""
"M008","Fractions","8.48","How many equal parts is the whole cut into? How many parts are selected?","7,6","4",""
"M008","Fractions","8.49","How many equal parts is the whole cut into? How many parts are selected?","8,7","4",""
"M008","Fractions","8.50","How many equal parts is the whole cut into? How many parts are selected?","8,1","4",""
"M009","Ratio and Proportion","9.1","Solve this ratio problem.","2:3","3",""
"M009","Ratio and Proportion","9.2","Solve this ratio problem.","9","3",""
"M009","Ratio and Proportion","9.3","Solve this ratio problem.","21","3",""
"M009","Ratio and Proportion","9.4","Solve this ratio problem.","2:3","3",""
"M009","Ratio and Proportion","9.5","Solve this ratio problem.","12","3",""
"M009","Ratio and Proportion","9.6","Solve this ratio problem.","20","3",""
"M009","Ratio and Proportion","9.7","Solve this ratio problem.","2:3","3",""
"M009","Ratio and Proportion","9.8","Solve this ratio problem.","15","3",""
"M009","Ratio and Proportion","9.9","Solve this ratio problem.","30","3",""
"M009","Ratio and Proportion","9.10","Solve this ratio problem.","3:4","3",""
"M009","Ratio and Proportion","9.11","Solve this ratio problem.","10","3",""
"M009","Ratio and Proportion","9.12","Solve this ratio problem.","27","3",""
"M009","Ratio and Proportion","9.13","Solve this ratio problem.","3:4","3",""
"M009","Ratio and Proportion","9.14","Solve this ratio problem.","20","4",""
"M009","Ratio and Proportion","9.15","Solve this ratio problem.","32","4",""
"M009","Ratio and Proportion","9.16","Solve this ratio problem.","3:4","4",""
"M009","Ratio and Proportion","9.17","Solve this ratio problem.","12","4",""
"M009","Ratio and Proportion","9.18","Solve this ratio problem.","42","4",""
"M009","Ratio and Proportion","9.19","Solve this ratio problem.","4:5","4",""
"M009","Ratio and Proportion","9.20","Solve this ratio problem.","21","4",""
"M009","Ratio and Proportion","9.21","Solve this ratio problem.","32","4",""
"M009","Ratio and Proportion","9.22","Solve this ratio problem.","2:3","4",""
"M009","Ratio and Proportion","9.23","Solve this ratio problem.","21","4",""
"M009","Ratio and Proportion","9.24","Solve this ratio problem.","33","4",""
"M009","Ratio and Proportion","9.25","Solve this ratio problem.","3:4","4",""
"M009","Ratio and Proportion","9.26","Solve this ratio problem.","14","4",""
"M009","Ratio and Proportion","9.27","Solve this ratio problem.","42","4",""
"M009","Ratio and Proportion","9.28","Solve this ratio problem.","3:4","4",""
"M009","Ratio and Proportion","9.29","Solve this ratio problem.","16","4",""
"M009","Ratio and Proportion","9.30","Solve this ratio problem.","45","4",""
"M009","Ratio and Proportion","9.31","Solve this ratio problem.","2:3","4",""
"M009","Ratio and Proportion","9.32","Solve this ratio problem.","27","4",""
"M009","Ratio and Proportion","9.33","Solve this ratio problem.","56","4",""
"M009","Ratio and Proportion","9.34","Solve this ratio problem.","3:4","4",""
"M009","Ratio and Proportion","9.35","Solve this ratio problem.","24","4",""
"M009","Ratio and Proportion","9.36","Solve this ratio problem.","48","4",""
"M009","Ratio and Proportion","9.37","Solve this ratio problem.","5:6","4",""
"M009","Ratio and Proportion","9.38","Solve this ratio problem.","18","5",""
"M009","Ratio and Proportion","9.39","Solve this ratio problem.","45","5",""
"M009","Ratio and Proportion","9.40","Solve this ratio problem.","4:5","5",""
"M009","Ratio and Proportion","9.41","Solve this ratio problem.","18","5",""
"M009","Ratio and Proportion","9.42","Solve this ratio problem.","20","5",""
"M009","Ratio and Proportion","9.43","Solve this ratio problem.","42","5",""
"M009","Ratio and Proportion","9.44","Solve this ratio problem.","5:6","5",""
"M009","Ratio and Proportion","9.45","Solve this ratio problem.","18","5",""
"M009","Ratio and Proportion","9.46","Solve this ratio problem.","72","5",""
"M009","Ratio and Proportion","9.47","Solve this ratio problem.","5:6","5",""
"M009","Ratio and Proportion","9.48","Solve this ratio problem.","33","5",""
"M009","Ratio and Proportion","9.49","Solve this ratio problem.","52","5",""
"M009","Ratio and Proportion","9.50","Solve this ratio problem.","3:4","5",""
"M010","Negative Numbers / BODMAS","10.1","Evaluate this expression. Be careful about the order of operations.","11","3",""
"M010","Negative Numbers / BODMAS","10.2","Evaluate this expression. Be careful about the order of operations.","4","3",""
"M010","Negative Numbers / BODMAS","10.3","Evaluate this expression. Be careful about the order of operations.","5","3",""
"M010","Negative Numbers / BODMAS","10.4","Evaluate this expression. Be careful about the order of operations.","-2","3",""
"M010","Negative Numbers / BODMAS","10.5","Evaluate this expression. Be careful about the order of operations.","-8","3",""
"M010","Negative Numbers / BODMAS","10.6","Evaluate this expression. Be careful about the order of operations.","-3","3",""
"M010","Negative Numbers / BODMAS","10.7","Evaluate this expression. Be careful about the order of operations.","11","3",""
"M010","Negative Numbers / BODMAS","10.8","Evaluate this expression. Be careful about the order of operations.","16","3",""
"M010","Negative Numbers / BODMAS","10.9","Evaluate this expression. Be careful about the order of operations.","-9","3",""
"M010","Negative Numbers / BODMAS","10.10","Evaluate this expression. Be careful about the order of operations.","1","3",""
"M010","Negative Numbers / BODMAS","10.11","Evaluate this expression. Be careful about the order of operations.","8","3",""
"M010","Negative Numbers / BODMAS","10.12","Evaluate this expression. Be careful about the order of operations.","3","3",""
"M010","Negative Numbers / BODMAS","10.13","Evaluate this expression. Be careful about the order of operations.","8","3",""
"M010","Negative Numbers / BODMAS","10.14","Evaluate this expression. Be careful about the order of operations.","12","3",""
"M010","Negative Numbers / BODMAS","10.15","Evaluate this expression. Be careful about the order of operations.","4","3",""
"M010","Negative Numbers / BODMAS","10.16","Evaluate this expression. Be careful about the order of operations.","12","3",""
"M010","Negative Numbers / BODMAS","10.17","Evaluate this expression. Be careful about the order of operations.","16","3",""
"M010","Negative Numbers / BODMAS","10.18","Evaluate this expression. Be careful about the order of operations.","-5","3",""
"M010","Negative Numbers / BODMAS","10.19","Evaluate this expression. Be careful about the order of operations.","16","3",""
"M010","Negative Numbers / BODMAS","10.20","Evaluate this expression. Be careful about the order of operations.","-15","3",""
"M010","Negative Numbers / BODMAS","10.21","Evaluate this expression. Be careful about the order of operations.","22","3",""
"M010","Negative Numbers / BODMAS","10.22","Evaluate this expression. Be careful about the order of operations.","-9","3",""
"M010","Negative Numbers / BODMAS","10.23","Evaluate this expression. Be careful about the order of operations.","3","3",""
"M010","Negative Numbers / BODMAS","10.24","Evaluate this expression. Be careful about the order of operations.","1","3",""
"M010","Negative Numbers / BODMAS","10.25","Evaluate this expression. Be careful about the order of operations.","-4","3",""
"M010","Negative Numbers / BODMAS","10.26","Evaluate this expression. Be careful about the order of operations.","12","4",""
"M010","Negative Numbers / BODMAS","10.27","Evaluate this expression. Be careful about the order of operations.","-8","4",""
"M010","Negative Numbers / BODMAS","10.28","Evaluate this expression. Be careful about the order of operations.","-2","4",""
"M010","Negative Numbers / BODMAS","10.29","Evaluate this expression. Be careful about the order of operations.","-2","4",""
"M010","Negative Numbers / BODMAS","10.30","Evaluate this expression. Be careful about the order of operations.","-4","4",""
"M010","Negative Numbers / BODMAS","10.31","Evaluate this expression. Be careful about the order of operations.","2","4",""
"M010","Negative Numbers / BODMAS","10.32","Evaluate this expression. Be careful about the order of operations.","27","4",""
"M010","Negative Numbers / BODMAS","10.33","Evaluate this expression. Be careful about the order of operations.","9","4",""
"M010","Negative Numbers / BODMAS","10.34","Evaluate this expression. Be careful about the order of operations.","8","4",""
"M010","Negative Numbers / BODMAS","10.35","Evaluate this expression. Be careful about the order of operations.","1","4",""
"M010","Negative Numbers / BODMAS","10.36","Evaluate this expression. Be careful about the order of operations.","2","4",""
"M010","Negative Numbers / BODMAS","10.37","Evaluate this expression. Be careful about the order of operations.","3","4",""
"M010","Negative Numbers / BODMAS","10.38","Evaluate this expression. Be careful about the order of operations.","-10","4",""
"M010","Negative Numbers / BODMAS","10.39","Evaluate this expression. Be careful about the order of operations.","2","4",""
"M010","Negative Numbers / BODMAS","10.40","Evaluate this expression. Be careful about the order of operations.","-1","4",""
"M010","Negative Numbers / BODMAS","10.41","Evaluate this expression. Be careful about the order of operations.","13","4",""
"M010","Negative Numbers / BODMAS","10.42","Evaluate this expression. Be careful about the order of operations.","15","4",""
"M010","Negative Numbers / BODMAS","10.43","Evaluate this expression. Be careful about the order of operations.","-1","4",""
"M010","Negative Numbers / BODMAS","10.44","Evaluate this expression. Be careful about the order of operations.","6","4",""
"M010","Negative Numbers / BODMAS","10.45","Evaluate this expression. Be careful about the order of operations.","5","4",""
"M010","Negative Numbers / BODMAS","10.46","Evaluate this expression. Be careful about the order of operations.","7","4",""
"M010","Negative Numbers / BODMAS","10.47","Evaluate this expression. Be careful about the order of operations.","3","4",""
"M010","Negative Numbers / BODMAS","10.48","Evaluate this expression. Be careful about the order of operations.","4","4",""
"M010","Negative Numbers / BODMAS","10.49","Evaluate this expression. Be careful about the order of operations.","-6","4",""
"M010","Negative Numbers / BODMAS","10.50","Evaluate this expression. Be careful about the order of operations.","5","4",""
"M011","Algebra — Patterns and Variables","11.1","Simplify this expression.","5x + 5","3",""
"M011","Algebra — Patterns and Variables","11.2","Simplify this expression.","3x + 3","3",""
"M011","Algebra — Patterns and Variables","11.3","Simplify this expression.","3x + 7","3",""
"M011","Algebra — Patterns and Variables","11.4","Simplify this expression.","3x + 1","3",""
"M011","Algebra — Patterns and Variables","11.5","Simplify this expression.","3x + 3","3",""
"M011","Algebra — Patterns and Variables","11.6","Simplify this expression.","4x - 3","3",""
"M011","Algebra — Patterns and Variables","11.7","Simplify this expression.","2x + 7","3",""
"M011","Algebra — Patterns and Variables","11.8","Simplify this expression.","2x + 2","3",""
"M011","Algebra — Patterns and Variables","11.9","Evaluate this expression.","11","3",""
"M011","Algebra — Patterns and Variables","11.10","Evaluate this expression.","2","3",""
"M011","Algebra — Patterns and Variables","11.11","Evaluate this expression.","4","3",""
"M011","Algebra — Patterns and Variables","11.12","Evaluate this expression.","1","3",""
"M011","Algebra — Patterns and Variables","11.13","Evaluate this expression.","-7","3",""
"M011","Algebra — Patterns and Variables","11.14","Simplify this expression.","5x - 1","4",""
"M011","Algebra — Patterns and Variables","11.15","Simplify this expression.","3x + 2","4",""
"M011","Algebra — Patterns and Variables","11.16","Simplify this expression.","6x","4",""
"M011","Algebra — Patterns and Variables","11.17","Simplify this expression.","5x + 4","4",""
"M011","Algebra — Patterns and Variables","11.18","Evaluate this expression.","14","4",""
"M011","Algebra — Patterns and Variables","11.19","Evaluate this expression.","1","4",""
"M011","Algebra — Patterns and Variables","11.20","Evaluate this expression.","2","4",""
"M011","Algebra — Patterns and Variables","11.21","Simplify this expression.","2x + 3","4",""
"M011","Algebra — Patterns and Variables","11.22","Simplify this expression.","x + 3","4",""
"M011","Algebra — Patterns and Variables","11.23","Simplify this expression.","8x - 4","4",""
"M011","Algebra — Patterns and Variables","11.24","Evaluate this expression.","1","4",""
"M011","Algebra — Patterns and Variables","11.25","Simplify this expression.","3x - 5","4",""
"M011","Algebra — Patterns and Variables","11.26","Simplify this expression.","7x - 3","4",""
"M011","Algebra — Patterns and Variables","11.27","Evaluate this expression.","7","4",""
"M011","Algebra — Patterns and Variables","11.28","Simplify this expression.","5x - 3","4",""
"M011","Algebra — Patterns and Variables","11.29","Evaluate this expression.","2","4",""
"M011","Algebra — Patterns and Variables","11.30","Simplify this expression.","4x","4",""
"M011","Algebra — Patterns and Variables","11.31","Evaluate this expression.","-1","4",""
"M011","Algebra — Patterns and Variables","11.32","Simplify this expression.","6x + 4","4",""
"M011","Algebra — Patterns and Variables","11.33","Evaluate this expression.","2","4",""
"M011","Algebra — Patterns and Variables","11.34","Simplify this expression.","x - 2","4",""
"M011","Algebra — Patterns and Variables","11.35","Evaluate this expression.","8","4",""
"M011","Algebra — Patterns and Variables","11.36","Simplify this expression.","2x + 6","4",""
"M011","Algebra — Patterns and Variables","11.37","Evaluate this expression.","11","4",""
"M011","Algebra — Patterns and Variables","11.38","Simplify this expression.","x + 8","5",""
"M011","Algebra — Patterns and Variables","11.39","Evaluate this expression.","-2","5",""
"M011","Algebra — Patterns and Variables","11.40","Simplify this expression.","3x + 4","5",""
"M011","Algebra — Patterns and Variables","11.41","Evaluate this expression.","-10","5",""
"M011","Algebra — Patterns and Variables","11.42","Simplify this expression.","5x - 2","5",""
"M011","Algebra — Patterns and Variables","11.43","Evaluate this expression.","11","5",""
"M011","Algebra — Patterns and Variables","11.44","Simplify this expression.","2x + 2","5",""
"M011","Algebra — Patterns and Variables","11.45","Evaluate this expression.","9","5",""
"M011","Algebra — Patterns and Variables","11.46","Simplify this expression.","6x - 1","5",""
"M011","Algebra — Patterns and Variables","11.47","Evaluate this expression.","-2","5",""
"M011","Algebra — Patterns and Variables","11.48","Simplify this expression.","2x + 2","5",""
"M011","Algebra — Patterns and Variables","11.49","Evaluate this expression.","16","5",""
"M011","Algebra — Patterns and Variables","11.50","Evaluate this expression.","-10","5",""
"M012","Linear Equations","12.1","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.2","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.3","Solve this equation. Show your working step by step.","x = 3","4",""
"M012","Linear Equations","12.4","Solve this equation. Show your working step by step.","x = 3","4",""
"M012","Linear Equations","12.5","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.6","Solve this equation. Show your working step by step.","x = 3","4",""
"M012","Linear Equations","12.7","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.8","Solve this equation. Show your working step by step.","x = 2","4",""
"M012","Linear Equations","12.9","Solve this equation. Show your working step by step.","x = 7","4",""
"M012","Linear Equations","12.10","Solve this equation. Show your working step by step.","x = 6","4",""
"M012","Linear Equations","12.11","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.12","Solve this equation. Show your working step by step.","x = 3","4",""
"M012","Linear Equations","12.13","Solve this equation. Show your working step by step.","x = 8","4",""
"M012","Linear Equations","12.14","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.15","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.16","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.17","Solve this equation. Show your working step by step.","x = 7","4",""
"M012","Linear Equations","12.18","Solve this equation. Show your working step by step.","x = 7","4",""
"M012","Linear Equations","12.19","Solve this equation. Show your working step by step.","x = 6","4",""
"M012","Linear Equations","12.20","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.21","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.22","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.23","Solve this equation. Show your working step by step.","x = 3","4",""
"M012","Linear Equations","12.24","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.25","Solve this equation. Show your working step by step.","x = 7","4",""
"M012","Linear Equations","12.26","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.27","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.28","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.29","Solve this equation. Show your working step by step.","x = 7","4",""
"M012","Linear Equations","12.30","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.31","Solve this equation. Show your working step by step.","x = 6","4",""
"M012","Linear Equations","12.32","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.33","Solve this equation. Show your working step by step.","x = 7","4",""
"M012","Linear Equations","12.34","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.35","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.36","Solve this equation. Show your working step by step.","x = 6","4",""
"M012","Linear Equations","12.37","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.38","Solve this equation. Show your working step by step.","x = 7","4",""
"M012","Linear Equations","12.39","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.40","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.41","Solve this equation. Show your working step by step.","x = 6","4",""
"M012","Linear Equations","12.42","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.43","Solve this equation. Show your working step by step.","x = 7","4",""
"M012","Linear Equations","12.44","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.45","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.46","Solve this equation. Show your working step by step.","x = 5","4",""
"M012","Linear Equations","12.47","Solve this equation. Show your working step by step.","x = 3","4",""
"M012","Linear Equations","12.48","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.49","Solve this equation. Show your working step by step.","x = 4","4",""
"M012","Linear Equations","12.50","Solve this equation. Show your working step by step.","x = 4","4",""
"M013","Geometry / Quadratics","13.1","Factorise this quadratic. Write it as two brackets.","(x + 2)(x + 3)","4",""
"M013","Geometry / Quadratics","13.2","Factorise this quadratic. Write it as two brackets.","(x + 3)(x + 4)","4",""
"M013","Geometry / Quadratics","13.3","Factorise this quadratic. Write it as two brackets.","(x - 2)(x - 3)","4",""
"M013","Geometry / Quadratics","13.4","Factorise this quadratic. Write it as two brackets.","(x + 3)(x - 2)","4",""
"M013","Geometry / Quadratics","13.5","Factorise this quadratic. Write it as two brackets.","(x - 3)(x + 2)","4",""
"M013","Geometry / Quadratics","13.6","Factorise this quadratic. Write it as two brackets.","(x + 3)(x + 5)","4",""
"M013","Geometry / Quadratics","13.7","Factorise this quadratic. Write it as two brackets.","(x - 3)(x - 5)","4",""
"M013","Geometry / Quadratics","13.8","Factorise this quadratic. Write it as two brackets.","(x + 4)(x - 2)","4",""
"M013","Geometry / Quadratics","13.9","Factorise this quadratic. Write it as two brackets.","(x - 4)(x + 2)","4",""
"M013","Geometry / Quadratics","13.10","Factorise this quadratic. Write it as two brackets.","(x + 2)(x + 4)","4",""
"M013","Geometry / Quadratics","13.11","Factorise this quadratic. Write it as two brackets.","(x - 2)(x - 4)","4",""
"M013","Geometry / Quadratics","13.12","Factorise this quadratic. Write it as two brackets.","(x + 4)(x - 1)","4",""
"M013","Geometry / Quadratics","13.13","Factorise this quadratic. Write it as two brackets.","(x - 4)(x + 1)","4",""
"M013","Geometry / Quadratics","13.14","Factorise this quadratic. Write it as two brackets.","(x + 4)(x + 5)","4",""
"M013","Geometry / Quadratics","13.15","Factorise this quadratic. Write it as two brackets.","(x - 4)(x - 5)","4",""
"M013","Geometry / Quadratics","13.16","Factorise this quadratic. Write it as two brackets.","(x + 6)(x - 2)","4",""
"M013","Geometry / Quadratics","13.17","Factorise this quadratic. Write it as two brackets.","(x - 6)(x + 2)","4",""
"M013","Geometry / Quadratics","13.18","Factorise this quadratic. Write it as two brackets.","(x + 2)(x + 2)","4",""
"M013","Geometry / Quadratics","13.19","Factorise this quadratic. Write it as two brackets.","(x - 2)(x - 2)","4",""
"M013","Geometry / Quadratics","13.20","Factorise this quadratic. Write it as two brackets.","(x + 3)(x + 7)","4",""
"M013","Geometry / Quadratics","13.21","Factorise this quadratic. Write it as two brackets.","(x - 3)(x - 7)","4",""
"M013","Geometry / Quadratics","13.22","Factorise this quadratic. Write it as two brackets.","(x + 5)(x - 3)","5",""
"M013","Geometry / Quadratics","13.23","Factorise this quadratic. Write it as two brackets.","(x - 5)(x + 3)","5",""
"M013","Geometry / Quadratics","13.24","Factorise this quadratic. Write it as two brackets.","(x + 2)(x + 5)","5",""
"M013","Geometry / Quadratics","13.25","Factorise this quadratic. Write it as two brackets.","(x - 2)(x - 5)","5",""
"M013","Geometry / Quadratics","13.26","Factorise this quadratic. Write it as two brackets.","(x + 5)(x - 2)","5",""
"M013","Geometry / Quadratics","13.27","Factorise this quadratic. Write it as two brackets.","(x - 5)(x + 2)","5",""
"M013","Geometry / Quadratics","13.28","Factorise this quadratic. Write it as two brackets.","(x + 4)(x + 7)","5",""
"M013","Geometry / Quadratics","13.29","Factorise this quadratic. Write it as two brackets.","(x - 4)(x - 7)","5",""
"M013","Geometry / Quadratics","13.30","Factorise this quadratic. Write it as two brackets.","(x + 8)(x - 2)","5",""
"M013","Geometry / Quadratics","13.31","Factorise this quadratic. Write it as two brackets.","(x - 8)(x + 2)","5",""
"M013","Geometry / Quadratics","13.32","Factorise this quadratic. Write it as two brackets.","(x + 7)(x - 2)","5",""
"M013","Geometry / Quadratics","13.33","Factorise this quadratic. Write it as two brackets.","(x - 7)(x + 2)","5",""
"M013","Geometry / Quadratics","13.34","Factorise this quadratic. Write it as two brackets.","(x + 2)(x + 6)","5",""
"M013","Geometry / Quadratics","13.35","Factorise this quadratic. Write it as two brackets.","(x - 2)(x - 6)","5",""
"M013","Geometry / Quadratics","13.36","Factorise this quadratic. Write it as two brackets.","(x + 5)(x - 1)","5",""
"M013","Geometry / Quadratics","13.37","Factorise this quadratic. Write it as two brackets.","(x - 5)(x + 1)","5",""
"M013","Geometry / Quadratics","13.38","Factorise this quadratic. Write it as two brackets.","(x + 3)(x + 6)","5",""
"M013","Geometry / Quadratics","13.39","Factorise this quadratic. Write it as two brackets.","(x - 3)(x - 6)","5",""
"M013","Geometry / Quadratics","13.40","Factorise this quadratic. Write it as two brackets.","(x + 8)(x - 3)","5",""
"M013","Geometry / Quadratics","13.41","Factorise this quadratic. Write it as two brackets.","(x - 8)(x + 3)","5",""
"M013","Geometry / Quadratics","13.42","Factorise this quadratic. Write it as two brackets.","(x + 3)(x + 3)","5",""
"M014","Statistics / Functions","14.1","State the y-intercept, x-intercept and gradient of this function.","y-int: 3, x-int: -3, gradient: 1","4",""
"M014","Statistics / Functions","14.2","State the y-intercept, x-intercept and gradient of this function.","y-int: -4, x-int: 2, gradient: 2","4",""
"M014","Statistics / Functions","14.3","State the y-intercept, x-intercept and gradient of this function.","y-int: -5, x-int: 5, gradient: 1","4",""
"M014","Statistics / Functions","14.4","State the y-intercept, x-intercept and gradient of this function.","y-int: 6, x-int: -2, gradient: 3","4",""
"M014","Statistics / Functions","14.5","State the y-intercept, x-intercept and gradient of this function.","y-int: 4, x-int: 4, gradient: -1","4",""
"M014","Statistics / Functions","14.6","State the y-intercept, x-intercept and gradient of this function.","y-int: 6, x-int: -3, gradient: 2","4",""
"M014","Statistics / Functions","14.7","State the y-intercept, x-intercept and gradient of this function.","y-int: 8, x-int: 4, gradient: -2","4",""
"M014","Statistics / Functions","14.8","State the y-intercept, x-intercept and gradient of this function.","y-int: 7, x-int: -7, gradient: 1","4",""
"M014","Statistics / Functions","14.9","State the y-intercept, x-intercept and gradient of this function.","y-int: -8, x-int: 2, gradient: 4","4",""
"M014","Statistics / Functions","14.10","State the y-intercept, x-intercept and gradient of this function.","y-int: -3, x-int: -3, gradient: -1","4",""
"M014","Statistics / Functions","14.11","State the y-intercept, x-intercept and gradient of this function.","y-int: -9, x-int: 3, gradient: 3","4",""
"M014","Statistics / Functions","14.12","State the y-intercept, x-intercept and gradient of this function.","y-int: 4, x-int: -2, gradient: 2","4",""
"M014","Statistics / Functions","14.13","State the y-intercept, x-intercept and gradient of this function.","y-int: 9, x-int: 3, gradient: -3","4",""
"M014","Statistics / Functions","14.14","State the y-intercept, x-intercept and gradient of this function.","y-int: -2, x-int: 2, gradient: 1","4",""
"M014","Statistics / Functions","14.15","State the y-intercept, x-intercept and gradient of this function.","y-int: -10, x-int: 2, gradient: 5","4",""
"M014","Statistics / Functions","14.16","State the y-intercept, x-intercept and gradient of this function.","y-int: 6, x-int: 3, gradient: -2","4",""
"M014","Statistics / Functions","14.17","State the y-intercept, x-intercept and gradient of this function.","y-int: 8, x-int: -2, gradient: 4","4",""
"M014","Statistics / Functions","14.18","State the y-intercept, x-intercept and gradient of this function.","y-int: 6, x-int: 6, gradient: -1","4",""
"M014","Statistics / Functions","14.19","State the y-intercept, x-intercept and gradient of this function.","y-int: 3, x-int: -1, gradient: 3","4",""
"M014","Statistics / Functions","14.20","State the y-intercept, x-intercept and gradient of this function.","y-int: -8, x-int: 4, gradient: 2","5",""
"M014","Statistics / Functions","14.21","State the y-intercept, x-intercept and gradient of this function.","y-int: 8, x-int: 2, gradient: -4","5",""
"M014","Statistics / Functions","14.22","State the y-intercept, x-intercept and gradient of this function.","y-int: 5, x-int: -5, gradient: 1","5",""
"M014","Statistics / Functions","14.23","State the y-intercept, x-intercept and gradient of this function.","y-int: -12, x-int: 2, gradient: 6","5",""
"M014","Statistics / Functions","14.24","State the y-intercept, x-intercept and gradient of this function.","y-int: 6, x-int: 2, gradient: -3","5",""
"M014","Statistics / Functions","14.25","State the y-intercept, x-intercept and gradient of this function.","y-int: 5, x-int: -1, gradient: 5","5",""
"M014","Statistics / Functions","14.26","State the y-intercept, x-intercept and gradient of this function.","y-int: -2, x-int: 1, gradient: 2","5",""
"M014","Statistics / Functions","14.27","State the y-intercept, x-intercept and gradient of this function.","y-int: 8, x-int: 8, gradient: -1","5",""
"M014","Statistics / Functions","14.28","State the y-intercept, x-intercept and gradient of this function.","y-int: -6, x-int: 2, gradient: 3","5",""
"M014","Statistics / Functions","14.29","State the y-intercept, x-intercept and gradient of this function.","y-int: -4, x-int: 1, gradient: 4","5",""
"M014","Statistics / Functions","14.30","State the y-intercept, x-intercept and gradient of this function.","y-int: 4, x-int: 2, gradient: -2","5",""
